aco_num,aco_name,qualscore,qualperfshare,n_ab,Unnamed: 5,n_ben_age_0_64,n_ben_age_65_74,n_ben_age_75_84,n_ben_age_85plus,n_ben_female,n_ben_male,n_ben_race_white,n_ben_race_black,n_ben_race_asian,n_ben_race_hisp,n_ben_race_native,n_ben_race_other,readm_rate_1000,prov_rate_1000,p_em_total,p_em_pcp_vis,p_em_sp_vis,p_nurse_vis,p_fqhc_rhc_vis,n_cah,n_fqhc,n_rhc,n_eta,n_fac_other,n_pcp,n_spec,n_np,n_pa,n_cns,py,aco_state,per_capita_exp_total_py,aim,met_qps,aco1,aco2,aco3,aco4,aco5,aco6,aco7,aco34,aco8,aco35,aco36,aco37,aco38,aco11,aco13,aco14,aco15,aco16,aco17,aco18,aco19,aco20,aco42,aco40,dm_comp,aco27,aco41,aco28,aco30,aco44,aco43,aco12
A46075,Southern Kentucky Health Care Alliance,1,0.5,9173,7252.0,1674,2798,1981,799,4138,3114,6788,374,34,9,2,45,169.4067191,788.0629021,11321.79422,5857.283523,4237.50489399999,1208.214205,18.79159598,0,0,0,0,0,21,2,12,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A52797,"Mount Sinai Care, LLC",1,0.5,25042,20480.0,3405,7717,6004,3354,12371,8109,15681,2643,329,1061,17,749,156.4044944,757.9026217,10792.2846599999,3417.21920899999,7059.21380599999,310.2222036,5.629437266,0,0,0,0,0,629,2732,104,5,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A66733,"ProHEALTH Accountable Care Medical Group, PLLC",1,0.5,28651,25713.0,2668,11257,8115,3673,14797,10916,23562,1078,208,116,9,740,117.4020072,814.6184435,11983.1053699999,3809.759798,8013.740969,158.5710453,1.03355406799999,0,0,0,0,0,93,264,7,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A82170,"Deaconess Care Integration, LLC",1,0.5,17781,16261.0,3028,6486,4496,2251,9418,6843,15537,542,26,10,7,139,141.4790997,714.4292605,7992.54792,3613.854482,3223.386758,873.362538399999,281.9441413,0,0,1,0,2,111,156,63,0,3,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A69375,"North Coast Medical ACO, Inc.",1,0.5,7441,6055.0,939,2314,1781,1021,3340,2715,5127,145,162,396,11,214,113.618677,769.6498055,9752.75793999999,4334.843042,4425.652748,251.302656399999,740.9594934,0,3,0,0,0,109,133,21,2,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A98813,"Cumberland Center for Healthcare Innovation, LLC",1,0.5,12268,10881.0,2558,4628,2656,1039,6260,4621,10658,127,10,10,8,68,182.0347868,749.3447701,9561.11606,4979.12954999999,3365.837363,1201.450751,14.6983965399999,0,0,0,0,0,37,3,35,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A43014,"Indiana University Health ACO, Inc.",1,0.5,25456,21831.0,6248,9188,4691,1704,12237,9594,16781,4467,152,73,7,351,166.2900439,731.09132,8416.11489099999,3176.60920799999,4425.85840999999,789.0345744,24.61269911,0,1,0,0,0,509,1802,296,13,11,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A42388,"Mercy ACO, LLC",1,0.5,27662,24433.0,4315,10245,6648,3225,14082,10351,23179,618,223,120,18,275,142.1732192,782.3879298,9049.10419,3912.881933,3866.564396,1255.7246,13.93326109,0,0,0,0,2,406,612,169,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A05913,"FPG Healthcare, LLC",1,0.5,5887,4925.0,1188,2200,1160,377,2665,2260,3568,695,102,394,6,160,160.7565012,752.5610717,10062.26858,3947.848761,5433.32464199999,660.860495399999,20.2346805699999,0,0,0,0,0,80,29,9,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10213,"University of Iowa Affiliated Health Providers, LC",1,0.5,20262,17595.0,4058,7034,4338,2165,10023,7572,16711,432,99,88,15,250,142.5706838,758.572288,8543.90321899999,3440.517347,3890.019425,1188.285918,25.08052817,0,0,0,0,16,192,1029,154,2,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A40070,"ProHealth Solutions, LLC",1,0.5,22505,20298.0,3067,9197,5413,2621,11686,8612,19650,161,66,63,13,345,145.7152975,738.8456091,7544.552179,3340.71717799999,3682.52021599999,517.891132999999,3.42365129899999,0,0,0,0,4,150,408,69,1,2,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A26898,"Accountable Care Options, LLC",1,0.5,6962,5879.0,633,2227,1957,1062,3481,2398,5099,301,22,360,2,95,172.1813726,780.0245098,14550.0610199999,5618.571678,8179.266663,746.818525199999,5.40414899199999,0,0,0,0,0,53,4,18,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A79251,"AnewCare Collaborative, LLC",1,0.5,17346,14915.0,4337,5693,3520,1365,8230,6685,14630,154,18,8,3,102,180.5134425,745.5023246,8813.24287299999,4060.314761,3474.588329,1222.25885399999,56.0809286699999,0,0,0,0,4,321,509,132,4,1,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A62480,BHS Accountable Care LLC,1,0.5,17210,14512.0,3194,6477,3546,1295,7820,6692,11595,1427,131,1015,14,330,149.7659906,693.9677587,9811.878768,3704.37240299999,5180.98395499999,904.770706799999,21.7517038199999,0,0,0,0,7,164,177,34,0,3,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A71891,"ProMedica Physician Group, Inc.",1,0.5,18662,16689.0,3537,7117,4151,1884,9332,7357,15256,967,47,102,3,314,136.7137356,758.2370561,8104.387797,3525.07348899999,3919.37494599999,651.5669969,8.372365039,0,0,0,0,0,109,178,47,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A71489,"Barnabas Health ACO-North, LLC",1,0.5,11173,9575.0,1789,3807,2629,1350,5816,3759,6619,2292,167,210,6,281,170.5622236,742.8932407,11088.69496,4059.998742,6623.62383099999,403.670384399999,1.402007747,0,0,0,0,0,70,384,77,3,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A78144,"Coastal Medical, Inc.",1,0.5,11280,10383.0,1546,4486,2752,1599,6187,4196,9758,256,29,77,11,252,130.1131419,793.7336815,9860.46664799999,4163.57379299999,4921.63804299999,768.141476399999,7.113335858,0,0,0,0,0,61,27,25,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A64316,Polyclinic Management Services Company,1,0.5,8749,7687.0,919,3648,2072,1048,4150,3537,6431,412,346,19,19,460,123.1929604,786.2979258,9197.31830599999,3229.792637,5031.516582,924.382475399999,11.62661202,0,0,0,0,0,83,239,17,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A95753,Independent Physicians' ACO of Chicago LLC,1,0.5,13674,13674.0,2576,5228,3812,2058,7643,6031,10105,1008,1300,359,11,891,192.7902456,776.4622725,11769.38069,6151.336828,4929.516169,677.5530284,10.9746636599999,0,0,0,0,0,130,153,12,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A09762,University Hospitals Coordinated Care,1,0.5,49759,44279.0,8124,17734,12031,6390,26036,18243,36264,6893,227,68,12,815,169.91127,790.6899748,9646.44670899999,4297.474675,4441.417042,902.635679399999,4.91931316099999,0,0,0,0,110,370,1378,129,0,14,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31344,"Greater Baltimore Health Alliance Physicians, LLC",1,0.5,13075,11603.0,1573,5045,3165,1820,7053,4550,9928,1366,69,13,2,225,139.2335263,757.0995313,9845.53195899999,3922.216113,4777.33359099999,1143.57473,2.407525747,0,0,0,0,1,149,190,42,4,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10764,Total Accountable Care Organization,1,0.5,8798,8798.0,1898,3014,2327,1559,5099,3699,8083,218,77,172,3,245,171.7234908,809.5089146,13716.11097,5692.765739,5514.955538,2499.516927,8.87276455599999,0,0,0,0,0,136,305,43,1,2,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55870,"Accountable Care Coalition of Green Mountains, LLC",1,0.5,7288,6644.0,1090,2825,1880,849,3718,2926,6453,29,30,5,1,126,122.0723918,788.502484,9016.97542799999,4652.507558,3076.815751,1274.93992699999,12.7121928499999,0,0,0,0,0,37,3,14,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A59256,"Maine Community Accountable Care Organization, LLC",1,0.5,8681,7023.0,2317,2464,1593,649,3863,3160,6892,20,11,7,13,80,137.6356368,801.2564249,7892.806701,263.8679199,2345.297813,574.489845599999,4709.15112299999,0,20,0,0,0,64,83,47,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A13682,"Accountable Care Coalition of Syracuse, LLC",1,0.5,14057,12446.0,1959,4695,3820,1972,7324,5122,11782,323,45,32,19,245,138.1780962,770.385534,9556.645925,4120.857433,4149.721773,1275.540692,10.52602725,0,0,0,0,0,58,25,33,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A05247,"Essential Care Partners, LLC",1,0.5,11199,8938.0,3858,3208,1413,459,5100,3838,5872,1196,56,1629,10,175,149.3811353,657.2769953,7617.948817,380.5025359,3034.379961,274.2266445,3928.839676,0,39,0,0,0,131,162,57,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A14573,MaineHealth Accountable Care Organization,1,0.5,48273,42363.0,9476,14938,11515,6434,23849,18514,41351,184,147,51,40,590,139.9964241,774.5396031,8955.34646699999,3530.385221,3566.684932,1424.07310499999,434.203209099999,3,0,8,0,5,377,1289,218,3,5,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A67273,"Iowa Health Accountable Care, L.C.",1,0.5,86134,74881.0,11856,30748,21230,11047,43640,31241,71343,2233,268,190,40,807,145.2469464,764.3830767,8655.903377,2968.836467,3685.352668,1103.828972,897.885270099999,0,0,18,0,8,606,965,287,1,1,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55185,"Physician Organization of Michigan ACO, LLC",1,0.5,80734,80734.0,17677,32299,20957,9801,45620,35114,72461,6011,483,330,185,1264,141.2279539,756.5309641,8363.12794,3802.892589,3702.55611499999,669.2965504,188.382685299999,0,6,0,0,0,1263,3824,446,3,1,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A75525,"Accountable Care Coalition of Western Georgia, LLC",1,0.5,7702,7702.0,1515,3215,2182,790,4665,3037,5035,2498,55,37,1,76,150.6653992,745.7224335,12051.1200599999,5804.729384,5813.405112,426.0449803,6.940582386,0,0,0,0,0,36,24,15,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A33458,Medicare Value Partners,1,0.5,21138,21138.0,2445,7835,6613,4245,12583,8555,17762,1912,358,470,5,631,160.7610644,782.2969806,9914.863922,4783.23244499999,4481.13406599999,645.141920499999,5.35549100099999,0,0,0,0,0,397,513,66,3,4,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A51314,"Healthcare Provider ACO, Inc.",1,0.5,29313,24256.0,4545,9303,6569,3839,14438,9818,16964,4263,754,971,49,1255,187.0692484,810.4146155,13700.1871699999,6875.404118,6388.33588599999,399.2683342,37.1788327399999,0,11,0,0,0,301,264,56,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A43867,"AzPCP-ACO, A Medical Corporation, PC",1,0.5,9786,8265.0,1745,4083,1755,682,4444,3821,7113,375,123,296,149,209,159.206276,752.1919705,10224.67296,4679.918695,4835.02371399999,699.598686599999,10.13186011,0,0,0,0,0,60,2,27,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07663,Aurora Accountable Care Organization LLC,1,0.5,9256,8223.0,1495,2869,2383,1476,5066,3157,7767,136,45,122,25,128,160.3563474,769.766147,8214.21910199999,3707.822078,3733.598785,766.636978099999,6.16126159199999,0,0,0,0,0,74,121,20,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A88215,GOLDEN LIFE HEALTHCARE LLC,1,0.5,10257,8474.0,1624,2820,2272,1758,4801,3673,6225,452,1011,253,54,479,198.5246257,836.8409633,13381.7293699999,8470.26128,3330.27349099999,877.444891299999,703.749710499999,0,0,3,0,0,29,26,11,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A59303,"Nevada Primary Care Network, ACO, LLC",0,0.5,17441,15466.0,2811,7880,3713,1062,8831,6635,11939,1795,619,479,49,585,150.75,712.25,11150.97689,4720.725105,5835.32508599999,588.224233899999,6.70246475999999,0,0,0,0,0,55,4,8,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A13492,"St. John Providence Partners in Care, LLC",1,0.5,11270,11270.0,1929,4746,3075,1520,6736,4534,8169,2897,41,15,5,143,141.0295462,764.5446238,8574.71334,3885.790454,4462.89704499999,221.2090459,4.816795165,0,0,0,0,0,143,281,33,0,3,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A12881,"Accountable Care Organization of New England, LLC",1,0.5,12258,12258.0,2660,4041,3124,2433,7325,4933,11017,606,100,301,5,229,168.298793,845.8209975,11030.83414,4716.838988,4284.666323,2017.879985,11.44884416,0,0,0,0,0,68,85,35,0,4,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A45011,Medical Mall Services of Mississippi,0,0.5,5925,4859.0,2040,1624,837,358,2817,2042,897,3925,7,8,1,21,190.3648269,633.3021515,8207.870551,1536.35428099999,2253.433164,749.015294,3669.06781199999,0,15,2,0,0,43,29,42,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A04598,"Accountable Care Coalition of Maryland, LLC.",1,0.5,13564,12360.0,1945,6044,3233,1138,6806,5554,8648,3225,189,25,12,261,164.4923426,779.9205899,10903.2956099999,4378.49534,5887.98268999999,634.071238399999,2.74633821599999,0,0,0,0,0,45,50,10,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A22691,Independent San Diego ACO,0,0.5,5707,5707.0,924,1832,1676,1275,3337,2370,4794,267,268,132,11,235,164.600551,823.0027548,14037.86522,7188.21421999999,5948.66884899999,873.556118399999,27.4260300199999,0,0,0,0,0,40,13,6,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A21965,Asian American Accountable Care Organization,1,0.5,14769,12904.0,1261,4773,4602,2268,7919,4985,1381,385,8663,142,5,2328,142.9706116,826.4495632,13377.34963,6934.51109799999,5881.10838599999,120.2007313,441.529418799999,0,2,0,0,0,80,206,1,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A03682,"Physicians ACO, LLC",0,0.5,7802,6510.0,1740,2641,1522,607,3856,2654,3223,1708,663,686,8,222,174.5164003,682.5063078,10154.79778,5225.05947699999,4200.158604,715.146708999999,14.4329896899999,0,0,0,0,0,52,15,11,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A45848,ApolloMed Accountable Care Organization Inc.,1,0.5,10269,8556.0,1438,3136,2632,1350,4856,3700,4095,276,2297,1121,12,755,194.9029126,778.3980583,15019.67431,6693.625522,6288.15303599999,2026.514922,11.38083419,0,0,0,0,0,198,343,43,3,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A74604,TP-ACO L.L.C.,1,0.5,9739,8611.0,1719,3667,2254,971,4981,3630,7424,990,57,29,5,106,148.6770265,734.9853003,10034.44349,4418.036881,4438.41528,1153.537251,24.4540786799999,0,0,1,0,0,61,40,71,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A97609,"Franciscan AHN ACO, LLC",1,0.5,33774,30426.0,4718,13839,8295,3574,17772,12654,29106,862,81,31,19,327,135.0578286,780.3755752,8901.544894,4023.181903,3924.64181899999,940.158738299999,13.56243308,0,0,1,0,0,109,111,54,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81218,"Reliance Healthcare Management Solutions, LLC",1,0.5,6684,5681.0,1353,2032,1463,833,3328,2353,3511,1954,43,87,3,83,158.8100687,740.9610984,11850.75446,5203.65797899999,5276.45175999999,1332.967535,37.67718336,0,0,0,0,0,26,2,11,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00755,Balance Accountable Care Network,1,0.5,10459,8266.0,2356,2757,2038,1115,4872,3394,2991,2518,145,2068,22,522,256.8955104,770.4852023,15791.24152,9468.153875,5048.228658,962.9254072,311.9335826,0,2,0,0,2,270,722,46,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A23779,"Southeast Michigan Accountable Care, Inc.",1,0.5,17303,14536.0,4287,5300,3416,1533,7726,6810,11628,1925,298,103,25,557,185.3088481,775.4590985,11565.15321,6677.412443,4323.039928,557.5581534,7.14268707899999,0,0,0,0,0,109,168,16,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A83851,"Meridian Holdings, Inc.",0,0.5,7516,6097.0,2565,1850,1142,540,3407,2690,2765,2882,42,299,9,100,211.9122257,723.8244514,11628.3963399999,6000.938393,4162.54105499999,1386.944962,77.9719335199999,0,0,1,0,0,56,21,14,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A60499,Arizona Care Network LLC,1,0.5,27401,27401.0,4734,13459,6513,2695,14732,12669,24486,1151,282,595,203,684,168.9869351,781.9661598,11776.7665,4649.250747,5971.74355999999,1140.844266,14.92793084,0,0,0,0,0,594,1594,216,3,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A36859,Baroma Healthcare International,1,0.5,4946,4946.0,971,1840,1395,740,3089,1857,2493,461,28,1808,2,154,178.2178218,759.5473833,12967.8228999999,6134.49538099999,6344.082273,432.142234599999,57.1030155099999,0,0,0,0,0,86,115,17,0,1,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A85560,Yavapai Accountable Care,1,0.5,7651,7651.0,827,3582,2261,981,4421,3230,7454,18,13,44,22,100,120.3592814,747.3053892,10008.33389,4600.84683099999,4307.95080299999,1089.051684,10.48457558,0,0,0,0,0,62,31,19,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30070,"Colorado Accountable Care, LLC",1,0.5,10774,10774.0,2513,4960,2408,893,5926,4848,9900,197,79,299,44,255,114.1975309,666.6666667,7825.907828,3117.083453,3893.455974,787.295199799999,28.0732011099999,0,0,0,0,0,236,311,93,3,6,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A73700,"Carilion Clinic Medicare Shared Savings Company, LLC",1,0.5,49628,49628.0,9835,20471,13339,5983,29082,20546,45451,3511,151,42,18,455,149.5415318,801.9822007,8766.755697,4354.55270699999,3412.56373799999,989.2330639,10.40618821,0,0,0,0,0,404,589,134,16,5,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A94529,Physicians Collaborative Trust ACO LLC,1,0.5,13479,13479.0,1526,6196,4185,1572,7314,6165,12583,459,44,211,6,176,138.1786843,787.4174088,11832.8066299999,4724.428598,6147.928132,907.0240214,53.4258807699999,0,0,0,0,0,36,16,6,2,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A32235,"Alegent Health Partners, LLC",1,0.5,23852,23852.0,5151,10190,5981,2530,13474,10378,21353,1785,120,176,54,364,158.4751532,759.9727706,7698.87194,3507.583993,3417.180785,763.4816537,10.6255084199999,0,0,0,0,0,264,644,117,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A83794,"Pioneer Valley Accountable Care, LLC",1,0.5,35197,35197.0,11210,12659,7564,3764,20335,14862,30262,2392,205,1543,18,777,135.5387089,815.0700666,9774.83443699999,4419.37895899999,4059.351778,1286.780054,9.323645965,0,0,0,0,0,296,803,164,3,7,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A19579,Primary Care Alliance LLC,1,0.5,8969,8969.0,788,4230,2951,1000,5128,3841,8570,230,37,22,9,101,140.2162539,784.792466,13454.34801,4650.98733999999,7005.17246299999,694.6532164,1103.534993,0,0,3,0,0,53,8,3,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00843,"St. Luke's Clinic Coordinated Care, Ltd.",1,0.5,28830,28830.0,4505,12382,8182,3761,16288,12542,27787,69,131,315,90,438,108.3916084,718.9685315,8110.81383399999,3044.695987,3325.023489,1400.313185,340.781173099999,1,0,2,0,0,257,655,107,2,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A45761,Regents of the University of California,1,0.5,20985,20985.0,3570,9211,5291,2913,12270,8715,15527,1865,1299,812,25,1457,192.6357691,792.8632357,11523.4198899999,4510.539563,6848.871435,157.5646271,6.44426042699999,0,0,0,0,0,423,1911,87,0,3,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A80267,Marshfield Clinic,1,0.5,32463,32463.0,7220,12887,8348,4008,17763,14700,31435,69,262,40,234,423,138.8530928,776.7396907,7835.878958,3196.741175,3382.64086,1245.527885,10.96903798,0,0,0,0,0,237,875,143,2,1,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A01645,Triple Aim Accountable Care Organization,1,0.5,13553,13553.0,3549,4159,3835,2010,7735,5818,12303,483,341,61,53,312,156.623787,805.9128865,8781.30471199999,4757.326635,2912.689351,1098.65266,12.63606607,0,0,0,0,0,320,936,109,0,14,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A66698,Primary Partners ACIP LLC,1,0.5,7156,7156.0,881,3045,2210,1020,4260,2896,6430,424,31,151,3,117,149.7603834,803.913738,13111.2073299999,5776.142022,6173.48632499999,1103.124775,58.4542108699999,0,0,0,0,0,19,25,3,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A69939,"Meridian Accountable Care Organization, LLC",1,0.5,40133,40133.0,5159,17703,11845,5426,22684,17449,36895,2133,229,155,7,714,144.2696629,809.0786517,10866.3476599999,4138.26178499999,6135.68598399999,588.645476,3.754411755,0,0,0,0,0,144,568,74,3,3,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A99470,"Accountable Care Coalition of DeKalb, LLC.",1,0.6,18446,18446.0,3655,8244,4664,1883,11045,7401,10951,6758,340,80,4,313,141.6397973,672.9617688,9156.800067,3579.67029099999,5103.58882699999,468.739094599999,4.801853739,0,0,0,0,0,143,455,58,3,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A05967,"Accountable Care Coalition of South Georgia, LLC.",1,0.5,5782,5782.0,782,2490,1750,760,3394,2388,4323,1409,7,2,3,38,155.7533376,727.2727273,9690.47194999999,4910.774711,4159.21638499999,538.5574354,81.9234194099999,0,0,0,0,0,22,8,12,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A71510,"Northwest Ohio ACO, LLC",1,0.5,11722,11722.0,3194,4515,2712,1301,6601,5121,9608,1726,64,80,4,240,180.8442254,759.16006,9427.652258,3702.28155199999,4858.484636,862.0937026,4.79236771099999,0,0,0,0,0,82,382,63,0,3,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A41867,"Wellmont Integrated Network, LLC",1,0.5,11160,11160.0,3396,4195,2592,977,6105,5055,10922,155,14,4,0,65,179.6919567,714.4894467,9311.663923,4003.987666,3751.00271299999,1503.16463,53.50891429,0,0,0,0,0,163,242,104,2,4,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A21778,"Lahey Clinical Performance Accountable Care Organization, LLC",1,0.5,37037,37037.0,5805,15113,10855,5264,20352,16685,35438,358,275,173,15,778,155.7753444,830.6252208,10211.53312,3533.13571099999,5011.40342799999,1660.68550299999,6.308476146,0,0,0,0,0,262,925,221,2,15,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A95164,"Mercy ACO, LLC",1,0.5,36867,36867.0,7794,15321,9834,3918,20729,16138,35888,370,125,67,86,331,145.4096742,602.5666338,7986.288625,2535.73702099999,2862.963196,718.420113799999,1869.16829299999,0,0,28,0,0,271,628,161,3,4,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A06339,"Accountable Care Coalition of North Central Florida, LLC.",1,0.5,5548,5548.0,974,2361,1547,666,3047,2501,4693,721,25,37,7,65,174.0273396,764.9842271,11757.3797,6051.136894,4892.345019,767.426669599999,46.47111885,0,0,0,0,0,28,9,17,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A73727,"Indiana Lakes ACO, LLC",1,0.5,8198,8198.0,1234,3106,2445,1413,4809,3389,7978,49,23,62,4,82,125.4826255,760.6177606,8105.99044299999,4349.827534,3091.486377,603.0316136,61.64491936,0,1,0,0,0,51,123,37,0,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A83092,Saint Francis HealthCare Partners ACO Inc.,1,0.5,19210,19210.0,2733,7418,5943,3116,11198,8012,15428,2770,193,343,11,465,157.4853151,810.4461026,9865.22838699999,3533.42434499999,4550.938836,1771.41194599999,9.45325962899999,0,0,0,0,0,228,602,89,3,3,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A32930,"OneCare Vermont Accountable Care Organization, LLC",1,0.5,43166,43166.0,8948,17465,11281,5472,24279,18887,41954,152,103,46,23,888,132.8376206,767.0819936,7961.368759,2729.797132,2933.983982,990.312215199999,1307.27542999999,7,10,8,0,0,500,1585,270,3,11,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A96588,Alexian Brothers Accountable Care Organization,1,0.5,19032,19032.0,2776,8315,5031,2910,10994,8038,16749,878,562,198,4,641,188.1923311,816.6768107,11627.45555,4848.99995899999,5332.583931,1439.565712,6.305948154,0,0,0,0,0,427,1056,105,0,10,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A34796,"Maryland Collaborative Care, LLC.",1,0.5,15465,15465.0,2108,6774,4464,2119,9596,5869,10201,2587,1161,502,10,1004,143.4071222,784.1674687,10978.59168,4554.297475,5864.62661599999,555.873003499999,3.79458217999999,0,0,0,0,0,72,47,17,0,1,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A28700,"Virginia Collaborative Care, LLC.",1,0.5,11466,11466.0,1455,5457,3091,1463,6914,4552,8193,1425,942,327,10,569,177.186527,778.0922729,10620.4721599999,5576.590377,4619.030456,416.7417553,8.10956929199999,0,0,0,0,0,64,15,6,1,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A42036,"Cedars-Sinai Accountable Care, LLC",1,0.5,10319,10319.0,1842,4701,2561,1215,5782,4537,7411,1537,451,355,11,554,187.9249388,757.6828937,11600.38241,3129.817853,7949.88427099999,504.478212699999,16.20207306,0,0,0,0,0,219,663,78,4,1,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
